ID,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
14054,98.0,82.0,255.4837587,1296.0,256.0,0.0,4840.239892,1727.31738,2.0,2.0,1
6333,245.5,205.0,492.4886363,1854.0,0.0,0.0,1593.709568,510.9620095,31.0,24.0,1
8961,245.5,205.0,497.6002012624999,2572.0,136.0,56.0,529.5620565,383.0663935,2.0,2.0,1
3503,24.0,21.0,86.02133619,1914.0,435.0,0.0,1443.485968,1157.167255,7.0,7.0,1
14904,74.0,59.0,93.23586738,2069.0,185.0,0.0,1690.747526,844.5364593,15.0,8.0,0
4493,34.0,29.0,45.47806478,2314.0,22.0,107.5,759.9396533,548.0727495,29.0,22.0,1
2243,76.0,69.0,117.3176548,639.0,8.0,20.0,4821.909742,492.1773221,8.0,8.0,1
9819,139.0,118.0,176.5972231,2254.0,38.0,0.0,5706.570024,4102.624265,24.0,16.0,0
3619,105.0,87.0,116.9961935,587.0,82.0,75.0,4507.663018,2557.052975,22.0,18.0,0
1983,245.5,205.0,497.6002012624999,2940.0,240.0,7.0,3705.04946,1140.312081,13.0,12.0,1
10592,28.0,24.0,105.4049455,2798.0,37.0,0.0,3234.350577,1081.202864,26.0,25.0,0
10898,91.0,73.0,314.5717573,1321.0,46.0,10.0,3344.133451,1101.914679,20.0,19.0,1
347,164.0,131.0,497.6002012624999,3425.0,172.0,0.0,6742.324087,1162.63894,1.0,0.0,1
2522,110.0,95.0,428.4638676,35.0,169.0,0.0,3689.835352,720.6480131,20.0,15.0,1
8556,79.0,71.0,497.6002012624999,2810.0,177.0,89.0,6586.720194,1714.505946,19.0,12.0,1
3699,16.0,14.0,175.0144839,719.0,26.0,0.0,1175.304522,445.5704591,22.0,16.0,1
6273,52.0,42.0,278.2134723,1498.0,91.0,107.5,9166.551677,4517.484421,3.0,0.0,1
14926,245.5,205.0,280.373809,1674.0,104.0,0.0,3652.82552,1169.406239,5.0,2.0,1
5132,6.0,5.0,157.3703647,1428.0,347.0,107.5,6949.996644,3476.2151,5.0,5.0,0
7282,11.0,10.0,42.61610026,456.0,435.0,0.0,1300.50608,164.1612744,27.0,23.0,1
11027,70.0,58.0,97.85282201,697.0,401.0,41.0,5429.487599,3008.66833,24.0,24.0,1
12245,36.0,29.0,54.82067807,1445.0,87.0,0.0,2294.459722,517.7375034,28.0,25.0,1
1881,176.0,140.0,285.6120497,2485.0,0.0,13.0,6271.219335,1783.809009,16.0,10.0,1
4800,2.0,2.0,284.2103785,881.0,96.0,7.0,4418.659908,1491.911018,22.0,16.0,1
2542,100.0,100.0,104.4521864,3361.0,0.0,0.0,2099.253156,812.4587643,18.0,12.0,1
2540,45.0,37.0,75.8667637,841.0,84.0,1.0,8555.206549,2798.414106,18.0,16.0,1
7114,52.0,44.0,223.8970256,2122.0,43.0,42.0,4121.184602,2422.545452,23.0,17.0,0
14476,37.0,30.0,50.40700767,177.0,68.0,23.0,4162.543832,1917.812148,25.0,21.0,0
2625,245.5,205.0,467.3634251,2552.0,65.0,1.0,1472.467241,803.1408786,22.0,21.0,1
10171,103.0,83.0,151.3089427,1129.0,266.0,45.0,2016.562497,1111.299526,17.0,17.0,1
2225,74.0,63.0,223.3891061,1842.0,435.0,103.0,1767.631441,828.7462106,9.0,7.0,0
9372,51.0,41.0,321.1545576,1390.0,435.0,1.0,2230.140852,505.9732767,23.0,23.0,0
12080,91.0,75.0,196.8679889,3438.0,25.0,0.0,9960.681768,4945.62149855,8.0,2.0,1
8057,75.0,61.0,88.27620195,2862.0,1.0,0.0,3222.442552,2611.519983,5.0,3.0,1
4681,63.0,63.0,288.6463117,1348.0,435.0,17.0,5060.511412,3144.606589,19.0,19.0,1
11466,8.0,8.0,170.6459235,580.0,100.0,38.0,1423.747841,464.8884851,5.0,2.0,0
3556,16.0,13.0,118.9686778,3285.0,360.0,23.0,2626.787295,1858.293024,14.0,9.0,1
13301,131.0,108.0,229.3691593,1472.0,90.0,0.0,1246.014459,769.1332282,2.0,2.0,1
13991,78.0,62.0,81.03458324,2771.0,95.0,23.0,1362.390002,578.6894826,15.0,15.0,1
2234,143.0,121.0,212.0582643,1984.0,0.0,0.0,6827.117162,4945.62149855,4.0,3.0,1
2601,160.0,128.0,199.1966996,2187.0,252.0,0.0,2583.479845,1190.122454,20.0,15.0,1
3002,102.0,88.0,296.6710779,1658.0,0.0,77.0,1380.424815,194.3675163,11.0,4.0,0
12566,245.5,205.0,330.7996113,952.0,110.0,107.5,6905.442137,3661.634465,11.0,6.0,1
10710,39.0,31.0,69.40432443,2046.0,12.0,25.0,5428.133781,2181.113328,19.0,14.0,1
1434,2.0,1.0,122.3885944,3482.0,15.0,107.5,5308.369216,1192.006311,21.0,21.0,1
12287,45.0,36.0,67.79596732,1073.0,119.0,8.0,825.5684028,596.2258957,19.0,14.0,1
11842,85.0,68.0,96.90609048,1971.0,169.0,55.0,6000.940167,913.865878,25.0,25.0,0
2951,4.0,4.0,6.921138543,1798.0,162.0,32.0,3903.968198,1200.15666,23.0,17.0,1
13879,33.0,27.0,103.9697198,1583.0,375.0,10.0,6186.354024,3126.686494,19.0,11.0,0
2292,13.0,10.0,146.385625,1234.0,0.0,93.0,7216.172128,3294.657732,31.0,21.0,0
2473,32.0,31.0,68.28716689,316.0,8.0,1.0,2233.174556,1665.355264,10.0,3.0,1
11749,65.0,52.0,182.1466951,2367.0,0.0,107.5,5221.640158,1240.33891,2.0,2.0,1
7188,39.0,39.0,101.4157184,20.0,0.0,26.0,9901.11061,4669.675626,20.0,13.0,0
2505,147.0,142.0,216.9064601,1660.0,247.0,16.0,2664.764016,1530.702465,31.0,20.0,1
886,152.0,122.0,294.8239569,2024.0,365.0,27.0,4010.414077,1148.408143,20.0,20.0,1
3483,62.0,50.0,90.46891988,1039.0,0.0,15.0,6558.564887,1501.683515,2.0,0.0,0
1121,39.0,32.0,189.4145861,2412.0,259.0,0.0,4159.870694,658.6679869,25.0,20.0,1
8113,43.0,36.0,91.32108306,1164.0,205.0,102.0,7250.853497,3325.568049,1.0,0.0,1
6569,236.0,189.0,497.6002012624999,2870.0,71.0,55.0,3655.101097,1538.753401,10.0,4.0,0
2210,0.0,0.0,103.9991031,287.0,0.0,0.0,3981.954895,2286.17508,20.0,14.0,0
2508,131.0,105.0,149.7743909,683.0,398.0,0.0,3352.014846,1653.991322,16.0,14.0,1
114,18.0,15.0,85.47546123,1305.0,25.0,10.0,2727.785623,513.498205,7.0,7.0,1
14257,11.0,11.0,79.60510589,763.0,0.0,0.0,9960.681768,4945.62149855,27.0,22.0,1
2784,245.5,204.0,497.6002012624999,2818.0,0.0,15.0,9960.681768,3843.195741,14.0,14.0,0
4328,109.0,88.0,186.6796989,2665.0,0.0,78.0,7730.076681,3696.605294,5.0,2.0,0
3562,37.0,37.0,246.7237933,1033.0,0.0,0.0,2320.919033,1691.974735,28.0,19.0,1
6404,26.0,25.0,68.08873017,3077.0,205.0,0.0,3195.391172,1492.551836,1.0,1.0,1
9018,147.0,122.0,242.5613248,135.0,21.0,0.0,5712.17078,1146.675683,12.0,9.0,1
10882,7.0,7.0,18.13380172,1780.0,60.0,16.0,6055.318363,1093.581908,11.0,8.0,0
14799,245.5,205.0,381.779439,3367.0,127.0,0.0,4562.724468,3568.700646,25.0,23.0,1
5343,50.0,50.0,120.0138858,2006.0,166.0,0.0,2680.404093,1592.690531,26.0,16.0,0
13469,93.0,74.0,249.688198,1860.0,0.0,0.0,5510.352105,2239.801409,28.0,18.0,1
13238,11.0,10.0,59.95279387,562.0,20.0,1.0,2152.303177,921.7162268,21.0,17.0,1
3272,110.0,89.0,347.5131775,580.0,146.0,30.0,3038.823399,1740.84989,2.0,0.0,1
6548,36.0,29.0,75.73307605,1043.0,406.0,27.0,1687.404236,176.256787,17.0,13.0,0
1534,2.0,2.0,95.07707483,50.0,334.0,38.0,3678.554705,2328.345649,14.0,11.0,1
7151,190.0,155.0,235.5766169,2300.0,197.0,79.0,6228.561245,3771.132275,15.0,14.0,1
6177,2.0,2.0,130.5706439,2815.0,301.0,24.0,9737.748957,4945.62149855,4.0,4.0,0
3719,110.0,109.0,191.8764443,693.0,0.0,15.0,2853.27038,1106.268052,5.0,2.0,1
9684,114.0,92.0,115.8050031,921.0,0.0,0.0,3537.557637,1063.108102,2.0,0.0,1
777,245.5,205.0,388.1033302,727.0,261.0,12.0,9960.681768,4945.62149855,4.0,2.0,0
3213,8.0,7.0,177.4938173,2855.0,283.0,0.0,5731.385234,2712.024739,29.0,18.0,0
9407,20.0,19.0,52.99592179,988.0,101.0,90.0,3109.219527,2574.133636,28.0,25.0,1
6810,68.0,55.0,110.2307709,2090.0,435.0,0.0,7284.171733,2572.856425,13.0,5.0,1
1603,119.0,96.0,237.422906,2737.0,87.0,5.0,3389.939762,2735.897795,15.0,11.0,0
7199,100.0,83.0,304.8281715,1768.0,58.0,56.0,2464.116977,577.8158763,6.0,5.0,0
851,16.0,16.0,40.77919419,361.0,325.0,13.0,3803.989666,2560.641396,15.0,15.0,1
9954,151.0,121.0,298.3121521,1880.0,4.0,15.0,2151.833469,1167.960511,26.0,16.0,1
11633,156.0,142.0,400.1276731,2968.0,88.0,0.0,3382.497152,1820.474692,8.0,2.0,1
415,65.0,53.0,100.9375643,2937.0,207.0,21.0,1485.176917,992.0027776,6.0,1.0,0
4742,4.0,4.0,78.06780364,3182.0,0.0,21.0,5132.984909,3579.616131,3.0,0.0,1
13956,61.0,49.0,181.6412565,253.0,50.0,40.0,2540.081683,933.3573745,19.0,15.0,1
4463,47.0,46.0,167.6642134,2891.0,435.0,3.0,1243.592908,864.0561563,3.0,0.0,1
11054,168.0,134.0,196.0953644,443.0,100.0,64.0,5775.85759,3117.519167,10.0,10.0,1
13819,48.0,39.0,117.8661494,345.0,0.0,79.0,2714.221477,1755.801281,2.0,0.0,1
8877,5.0,4.0,46.21460218,179.0,218.0,0.0,754.653923,393.4215292,6.0,6.0,1
4163,2.0,2.0,21.32521307,2032.0,0.0,0.0,2683.395442,1693.590362,16.0,15.0,1
14164,90.0,78.0,131.7137496,861.0,0.0,36.0,4722.795097,947.6697505,26.0,25.0,1
12144,54.0,49.0,106.4084928,659.0,0.0,96.0,3693.005646,2568.120597,25.0,21.0,0
2378,112.0,95.0,255.6604854,597.0,95.0,10.0,6432.042629,658.2679704,11.0,11.0,1
1521,33.0,29.0,159.0146205,2860.0,90.0,11.0,3087.576632,1984.082809,28.0,27.0,1
1021,114.0,92.0,127.5279197,892.0,435.0,0.0,2407.947841,1416.393845,20.0,18.0,1
9661,124.0,103.0,208.3982101,3130.0,145.0,0.0,4331.397817,516.5343905,30.0,21.0,1
11532,26.0,24.0,76.70077222,3073.0,0.0,0.0,4847.561973,3864.88493,23.0,23.0,1
12693,7.0,6.0,14.57299473,1687.0,7.0,0.0,9960.681768,2818.849901,23.0,14.0,0
9426,112.0,90.0,176.8467372,863.0,91.0,0.0,4787.342681,2741.568204,15.0,10.0,1
13127,12.0,12.0,72.93084388,1312.0,0.0,43.0,5593.582636,3565.82275,29.0,26.0,1
12522,112.0,90.0,497.6002012624999,1641.0,50.0,45.0,4989.009478,1775.012599,4.0,2.0,0
3553,79.0,63.0,126.9525064,750.0,42.0,0.0,2432.092202,1239.32095,17.0,14.0,1
4439,65.0,56.0,135.6519224,3267.0,116.0,29.0,3261.832098,2005.00458,13.0,13.0,0
14095,51.0,41.0,103.017381,700.0,190.0,0.0,4274.347854,905.2470969,28.0,18.0,0
6395,78.0,62.0,497.6002012624999,2273.0,0.0,7.0,2113.064365,667.4013446,18.0,10.0,1
10558,28.0,23.0,53.26160709,2924.0,35.0,11.0,7373.238231,4794.986161,28.0,20.0,0
9277,15.0,12.0,75.72786784,1537.0,198.0,25.0,6531.820567,1768.260833,29.0,21.0,1
12040,31.0,25.0,140.0424008,690.0,55.0,107.5,4450.151763,3670.363446,1.0,0.0,0
1576,102.0,94.0,298.2808401,1253.0,9.0,0.0,3991.875087,1340.017026,18.0,14.0,0
5953,150.0,121.0,190.778221,1911.0,0.0,0.0,6229.362421,2571.532828,29.0,18.0,0
1955,68.0,54.0,132.039297,242.0,72.0,0.0,2678.409949,2226.483689,15.0,14.0,1
3985,55.0,45.0,76.5797583,250.0,0.0,30.0,3190.032707,366.7518107,26.0,20.0,0
2550,9.0,9.0,134.0843398,2174.0,15.0,32.0,9960.681768,2109.114025,29.0,27.0,1
682,36.0,29.0,79.55501337,2175.0,346.0,72.0,4533.357314,2994.805261,24.0,15.0,0
5630,44.0,37.0,259.9361816,170.0,106.0,39.0,5492.586156,1499.161222,2.0,2.0,1
2502,68.0,55.0,107.3913225,1076.0,3.0,0.0,3926.537722,2730.840733,28.0,26.0,1
13410,37.0,30.0,497.6002012624999,284.0,92.0,0.0,843.6678659,229.6353913,14.0,9.0,1
10075,38.0,31.0,195.4068406,451.0,0.0,0.0,2895.585914,1151.66723,3.0,3.0,1
6967,27.0,27.0,67.10227468,2180.0,151.0,13.0,5188.270716,2073.765537,12.0,12.0,1
13619,74.0,66.0,93.10549905,2662.0,118.0,0.0,3583.576052,2823.094753,29.0,23.0,1
10801,56.0,46.0,359.2182701,1790.0,111.0,9.0,3548.273208,2306.519138,15.0,11.0,1
2937,122.0,115.0,122.7597781,3035.0,11.0,20.0,3747.269357,430.8020574,10.0,10.0,1
8454,98.0,78.0,112.0660848,1402.0,0.0,18.0,2602.105199,787.8974417,8.0,2.0,1
12807,245.5,205.0,338.2397448,3017.0,99.0,12.0,5990.892509,3820.679902,21.0,14.0,0
4300,203.0,163.0,369.7753916,2940.0,62.0,79.0,791.3269358,463.2381378,24.0,20.0,1
6612,245.5,205.0,310.073082,2525.0,435.0,57.0,5370.403411,2150.179679,29.0,27.0,0
14816,69.0,57.0,229.3712644,1578.0,246.0,0.0,4841.274645,1203.711903,8.0,8.0,1
10878,55.0,45.0,71.82002502,1475.0,146.0,54.0,5003.590456,2672.732273,23.0,14.0,1
12117,6.0,5.0,107.5460145,2260.0,0.0,0.0,7039.352104,4491.697349,8.0,6.0,1
11517,58.0,47.0,184.3481663,272.0,131.0,9.0,683.5417549,23.22270707,4.0,4.0,1
10521,6.0,6.0,13.00768681,2386.0,15.0,44.0,1989.484816,1205.843908,21.0,20.0,0
6506,4.0,4.0,11.58056766,1390.0,191.0,0.0,2162.138209,1008.123041,19.0,11.0,0
2400,172.0,139.0,244.2666064,1397.0,97.0,0.0,5194.078813,3688.783224,12.0,12.0,0
13133,187.0,150.0,217.2550423,672.0,19.0,77.0,1405.891244,1108.854176,7.0,7.0,1
4864,12.0,9.0,100.8110063,3471.0,0.0,102.0,6391.865302,3139.706521,29.0,20.0,0
8513,22.0,20.0,118.9256176,2396.0,32.0,5.0,2924.516527,1040.256448,25.0,19.0,1
10227,8.0,8.0,34.43572835,1094.0,435.0,0.0,1462.323058,815.3099056,8.0,8.0,0
9504,8.0,8.0,59.43494852,2340.0,113.0,24.0,2992.124652,2408.332839,5.0,4.0,1
1272,82.0,66.0,127.9864042,619.0,381.0,0.0,3136.14673,1908.413399,16.0,16.0,0
451,245.5,205.0,444.9018873,401.0,66.0,0.0,8587.681123,4945.62149855,11.0,5.0,0
13176,139.0,112.0,271.4125555,2857.0,37.0,0.0,1441.1409,950.0811242,20.0,12.0,1
9575,245.5,205.0,466.1241323,521.0,51.0,96.0,3893.40488,2904.097566,16.0,16.0,1
3929,45.0,37.0,97.30403752,2457.0,21.0,15.0,3249.063092,1553.323788,24.0,23.0,1
6427,38.0,30.0,497.6002012624999,160.0,79.0,107.5,3658.643108,1593.061547,23.0,21.0,0
3990,75.0,61.0,103.1463412,3007.0,368.0,34.0,3078.096387,589.2058696,20.0,11.0,0
6894,3.0,3.0,350.901405,3243.0,235.0,107.5,5414.834097,1544.587828,7.0,7.0,0
3123,48.0,38.0,177.3575119,271.0,93.0,68.0,9960.681768,4945.62149855,3.0,0.0,1
9593,88.0,71.0,99.90529963,1179.0,197.0,77.0,2239.052417,1167.862211,22.0,15.0,0
13037,95.0,76.0,179.2753535,1366.0,39.0,0.0,3991.586155,1960.052712,17.0,9.0,1
2087,84.0,67.0,176.8496766,362.0,23.0,0.0,6616.557694,2559.390296,10.0,10.0,1
14189,47.0,44.0,68.03202925,3275.0,119.0,27.0,4307.321489,1631.188788,15.0,15.0,1
6048,5.0,4.0,6.348278304,783.0,394.0,2.0,3780.139634,2867.133437,8.0,8.0,1
9321,89.0,72.0,100.1435,1501.0,209.0,0.0,7567.122548,4945.62149855,10.0,10.0,1
4462,86.0,69.0,187.5296038,2914.0,0.0,77.0,4865.0656,1291.206179,27.0,25.0,0
4600,44.0,37.0,306.3765235,3486.0,431.0,0.0,5030.494601,2937.706046,11.0,6.0,1
3289,99.0,99.0,192.7016272,2872.0,197.0,0.0,2091.199569,599.9158934,1.0,0.0,0
13936,61.0,51.0,497.6002012624999,2560.0,0.0,5.0,3844.305758,1447.69361,29.0,24.0,1
12343,207.0,175.0,306.3494979,837.0,175.0,37.0,2970.700123,1567.022391,7.0,5.0,0
4433,20.0,20.0,136.2026831,3438.0,212.0,0.0,4050.087532,2158.666123,11.0,11.0,1
8919,21.0,21.0,47.8373959,829.0,119.0,84.0,6637.27996,3292.938248,25.0,22.0,0
10176,80.0,66.0,332.2562291,1022.0,0.0,35.0,4867.733027,922.9816517,0.0,0.0,1
9115,84.0,68.0,109.4479139,1163.0,0.0,34.0,5235.895962,3221.50674,10.0,8.0,0
4529,72.0,58.0,110.6067732,1070.0,173.0,2.0,2008.994485,1089.103316,18.0,15.0,1
3086,132.0,106.0,358.7799859,2631.0,80.0,69.0,862.2301062,244.1252419,0.0,0.0,1
10330,24.0,19.0,37.42985786,1941.0,232.0,18.0,1544.241487,759.4896003,23.0,17.0,1
9861,71.0,70.0,217.395414,696.0,0.0,70.0,3823.207947,2207.37631,29.0,25.0,0
10062,96.0,77.0,375.9774247,2894.0,0.0,16.0,1434.455328,199.7647084,29.0,21.0,1
3236,65.0,52.0,76.19410634,139.0,0.0,34.0,4150.557109,535.0059735,10.0,10.0,1
1290,4.0,4.0,6.60459412,2646.0,50.0,0.0,9960.681768,4945.62149855,11.0,11.0,1
4074,33.0,29.0,63.7544314,752.0,403.0,0.0,2666.607284,932.236217,19.0,19.0,1
7599,122.0,98.0,417.5955157,819.0,290.0,0.0,3065.010259,669.9967622,17.0,10.0,1
1330,209.0,169.0,344.6174134,994.0,162.0,18.0,7273.288601,4945.62149855,20.0,20.0,1
13300,240.0,192.0,396.9061836,3095.0,75.0,0.0,2040.138774,527.5872244,23.0,16.0,1
6512,108.0,87.0,207.5687992,2722.0,0.0,107.5,2355.751821,1596.769669,9.0,5.0,0
8474,20.0,16.0,139.8963716,1192.0,19.0,9.0,8509.391482,4164.059339,6.0,6.0,0
3449,245.5,205.0,497.6002012624999,1448.0,159.0,0.0,1549.140302,577.9620922,7.0,2.0,0
3327,198.0,160.0,247.8790354,3168.0,73.0,68.0,2097.339254,794.122126,15.0,9.0,0
10746,31.0,25.0,38.84097264,745.0,235.0,0.0,3619.266677,2299.593913,26.0,24.0,0
10077,31.0,31.0,101.278318,1347.0,98.0,0.0,1951.607518,1307.159321,12.0,12.0,1
11526,39.0,39.0,71.42733873,1139.0,0.0,34.0,609.5648702,473.7063323,30.0,27.0,0
7455,245.5,205.0,475.465166,711.0,435.0,43.0,5108.827937,3230.380827,15.0,11.0,0
12505,5.0,5.0,116.64468,2999.0,286.0,0.0,6605.262454,4945.62149855,2.0,2.0,1
9425,122.0,98.0,140.5481515,3439.0,267.0,0.0,2392.688752,1737.687553,6.0,6.0,0
6301,17.0,16.0,88.93260989,737.0,0.0,11.0,9960.681768,4659.938621,7.0,1.0,1
14656,81.0,69.0,166.6333212,93.0,115.0,42.0,5366.331403,4075.70817,9.0,3.0,0
6780,245.5,205.0,407.5316427,41.0,0.0,0.0,1202.737431,687.8524167,16.0,11.0,1
13533,230.0,187.0,243.02612,1293.0,194.0,44.0,3661.89725,2699.741028,8.0,8.0,0
1094,122.0,98.0,184.8528545,829.0,435.0,25.0,2734.397647,1230.752477,15.0,9.0,1
13747,73.0,63.0,200.240685,1218.0,73.0,0.0,6723.030412,3661.742257,17.0,11.0,1
10749,16.0,15.0,20.46163688,791.0,213.0,88.0,5119.611621,2775.191177,16.0,16.0,1
4293,40.0,32.0,266.3622616,1975.0,62.0,27.0,2988.747097,2291.064783,17.0,13.0,0
9379,20.0,20.0,111.1740663,1862.0,238.0,26.0,6288.455493,2418.256536,27.0,24.0,0
13502,59.0,59.0,254.4343033,2313.0,106.0,107.5,9960.681768,4945.62149855,1.0,1.0,1
3273,39.0,32.0,158.9428941,3337.0,63.0,0.0,4591.973629,1859.374909,12.0,6.0,0
10113,128.0,102.0,140.2111409,1369.0,435.0,30.0,4849.913079,3208.107414,14.0,13.0,1
1866,11.0,8.0,130.2686761,1670.0,31.0,0.0,5690.271896,2591.412119,7.0,6.0,0
8187,51.0,41.0,51.94439364,1783.0,2.0,0.0,682.1866857,549.8901983,20.0,11.0,0
13005,5.0,5.0,9.771646384,1569.0,0.0,0.0,2023.719735,312.1800043,15.0,15.0,0
11716,25.0,20.0,27.47535022,875.0,7.0,2.0,2016.187372,700.0082268,19.0,17.0,1
3350,7.0,6.0,91.44830802,2693.0,0.0,107.5,2180.64375,1506.73182,29.0,20.0,1
12382,199.0,159.0,321.3613657,1612.0,38.0,0.0,9960.681768,4132.027807,3.0,0.0,1
3191,47.0,39.0,210.9843276,1649.0,0.0,14.0,4902.006203,3597.883834,26.0,25.0,1
667,45.0,45.0,109.999385,1449.0,321.0,10.0,4045.837925,1923.838443,26.0,23.0,1
7284,182.0,149.0,241.690537,2916.0,65.0,0.0,3704.902722,1573.047045,9.0,9.0,1
608,24.0,24.0,144.2775698,1868.0,372.0,55.0,6337.869591,4350.063537,21.0,14.0,0
2280,70.0,56.0,102.8902128,1136.0,265.0,11.0,4919.403666,1448.601515,27.0,19.0,1
7386,132.0,106.0,169.0079175,159.0,60.0,16.0,1882.901802,954.2482013,14.0,9.0,0
5550,100.0,100.0,198.6034998,1587.0,435.0,0.0,3673.744729,1864.39864,4.0,2.0,0
11541,4.0,4.0,37.17433553,1073.0,0.0,0.0,1371.423601,776.3100004,7.0,2.0,0
2930,60.0,60.0,67.33966713,125.0,55.0,13.0,3294.280518,770.3886911,26.0,23.0,1
13839,21.0,21.0,30.77790232,1657.0,435.0,34.0,2346.308007,895.4754973,25.0,19.0,1
8029,65.0,52.0,308.4391086,2173.0,2.0,31.0,942.367195,743.1333837,24.0,16.0,1
12947,21.0,17.0,54.2185421,3100.0,113.0,0.0,4877.235864,1423.092458,14.0,8.0,1
11234,59.0,47.0,120.8893807,672.0,93.0,34.0,2218.543436,1839.029172,3.0,2.0,1
11450,97.0,78.0,294.1312687,1754.0,240.0,0.0,4157.873912,1437.668641,13.0,9.0,1
1715,34.0,27.0,81.16729441,1933.0,0.0,107.5,5760.320305,1703.567411,19.0,12.0,1
12541,132.0,107.0,309.6809773,2536.0,86.0,0.0,2595.124874,1715.099992,28.0,21.0,0
1070,83.0,71.0,205.435271,1699.0,56.0,29.0,6165.102519,4118.213508,15.0,14.0,0
12271,43.0,35.0,59.18805097,135.0,435.0,0.0,1291.450694,935.6466035,28.0,26.0,1
849,89.0,72.0,141.4970327,1292.0,167.0,72.0,1772.137243,876.4156987,29.0,24.0,1
11298,62.0,50.0,74.55761278,1647.0,331.0,86.0,877.8800658,640.4276295,8.0,3.0,1
845,34.0,29.0,104.5827571,1613.0,0.0,0.0,3860.959792,2592.097497,23.0,19.0,1
7305,56.0,56.0,126.2976291,1772.0,171.0,40.0,9960.681768,4945.62149855,18.0,17.0,1
12075,245.5,205.0,349.5677227,2157.0,5.0,10.0,9960.681768,2528.029112,9.0,7.0,0
6381,245.5,205.0,300.8752054,1911.0,25.0,8.0,3086.837567,1345.815233,6.0,1.0,1
11132,15.0,13.0,163.9255998,1151.0,106.0,54.0,1485.471314,1118.827577,22.0,20.0,0
5658,46.0,37.0,54.7269913,968.0,46.0,0.0,9105.204644,2425.550985,0.0,0.0,0
13571,88.0,71.0,226.4331688,3409.0,164.0,0.0,2377.684796,573.5773322,14.0,14.0,1
